node,avg_spread
343,1.302
344,1.32
345,1.331
346,1.391
347,1.13
348,6.815
414,4.81
428,5.196
1684,16.289
1912,140.521
2814,1.161
2838,1.204
2885,1.544
3003,1.237
3173,1.544
3290,1.334
353,5.924
363,5.687
366,6.532
376,5.447
389,3.065
420,3.546
475,4.429
483,10.704
484,8.183
517,5.654
526,14.439
538,4.717
563,5.978
566,5.876
580,4.749
596,4.086
601,2.438
606,5.722
629,1.823
637,7.417
641,5.476
649,1.607
651,4.493
896,6.781
897,18.243
898,2.935
899,1.828
900,2.572
901,2.174
902,4.044
903,2.565
904,1.539
905,2.582
906,24.486
907,3.045
908,3.232
909,1.857
910,1.25
911,1.33
912,2.042
913,7.181
914,2.848
915,3.44
916,43.828
917,7.19
918,1.819
919,3.161
920,4.037
921,35.615
922,8.995
923,2.401
924,3.441
925,46.137
926,8.258
927,22.801
928,1.556
929,1.864
930,3.976
931,1.954
932,18.975
933,3.11
934,29.082
935,1.837
936,3.252
937,2.221
938,2.004
939,2.095
940,2.07
941,3.98
942,3.809
943,1.845
944,2.404
945,1.898
946,44.346
947,37.274
948,2.885
949,2.702
950,1.728
951,3.591
952,29.437
953,28.346
954,5.25
955,1.738
956,1.792
957,4.984
958,2.355
959,13.382
960,28.636
961,2.22
962,2.68
963,2.341
964,3.101
965,2.045
966,37.401
967,30.797
968,6.507
969,2.836
970,1.582
971,2.547
972,7.066
973,3.724
974,1.845
975,4.605
976,2.528
977,1.921
978,31.064
979,1.84
980,36.422
981,3.413
982,22.096
983,20.447
984,3.577
985,1.843
986,1.704
987,1.894
988,3.291
989,3.356
990,2.687
991,3.625
992,2.904
993,46.711
994,2.909
995,15.981
996,1.556
997,28.418
998,2.455
999,27.044
1000,1.679
1001,5.172
1002,1.701
1003,29.796
1004,35.106
1005,2.14
1006,40.506
1007,2.526
1008,1.855
1009,4.339
1010,2.721
1011,2.509
1012,3.937
1013,2.763
1014,6.013
1015,3.04
1016,1.721
1017,39.867
1018,3.573
1019,4.365
1020,4.255
1021,4.174
1022,2.351
1023,1.63
1024,25.674
1025,3.797
1026,23.188
1027,1.398
1028,23.039
1029,20.912
1030,2.811
1031,2.066
1032,5.439
1033,1.873
1034,1.328
1035,2.238
1036,4.736
1037,3.405
1038,2.15
1039,13.317
1040,21.351
1041,3.347
1042,2.281
1043,1.984
1044,2.245
1045,2.531
1046,1.884
1047,21.135
1048,30.348
1049,27.424
1050,1.935
1051,3.477
1052,4.486
1053,1.975
1054,17.616
1055,2.476
1056,18.991
1057,1.538
1058,2.267
1059,44.414
1060,4.793
1061,1.989
1062,2.128
1063,7.39
1064,2.885
1065,1.683
1066,4.766
1067,5.637
1068,15.434
1069,9.791
1070,4.187
1071,1.722
1072,2.217
1073,2.027
1074,21.764
1075,23.775
1076,41.182
1077,2.275
1078,47.794
1079,41.507
1080,5.517
1081,2.943
1082,3.927
1083,34.458
1084,4.916
1085,3.053
1086,46.995
1087,1.592
1088,1.824
1089,1.954
1090,1.834
1091,8.292
1092,18.276
1093,2.29
1094,2.829
1095,2.919
1096,1.644
1097,2.568
1098,2.51
1099,3.469
1100,4.341
1101,37.249
1102,4.316
1103,2.474
1104,6.202
1105,1.443
1106,2.138
1107,45.131
1108,3.685
1109,3.158
1110,20.83
1111,2.163
1112,20.059
1113,2.886
1114,3.759
1115,2.981
1116,9.618
1117,38.292
1118,2.198
1119,1.405
1120,4.752
1121,3.151
1122,4.103
1123,19.564
1124,36.885
1125,37.684
1126,49.952
1127,2.154
1128,33.662
1129,4.21
1130,21.082
1131,2.738
1132,41.467
1133,2.992
1134,1.55
1135,20.162
1136,2.618
1137,2.251
1138,2.29
1139,2.413
1140,1.876
1141,3.343
1142,3.031
1143,2.603
1144,1.675
1145,1.315
1146,45.028
1147,1.891
1148,5.071
1149,35.053
1150,2.421
1151,1.709
1152,2.463
1153,37.856
1154,2.315
1155,4.831
1156,29.663
1157,2.202
1158,4.954
1159,5.252
1160,28.454
1161,2.82
1162,2.198
1163,30.64
1164,11.147
1165,3.771
1166,3.539
1167,1.947
1168,1.986
1169,2.135
1170,3.368
1171,4.039
1172,37.003
1173,31.405
1174,1.731
1175,38.044
1176,1.717
1177,1.705
1178,1.899
1179,3.089
1180,16.43
1181,31.744
1182,25.062
1183,3.128
1184,43.753
1185,50.47
1186,2.58
1187,2.544
1188,3.246
1189,3.082
1190,2.969
1191,35.273
1192,6.256
1193,2.009
1194,1.878
1195,18.275
1196,9.698
1197,2.869
1198,26.02
1199,57.098
1200,1.646
1201,21.379
1202,2.024
1203,2.304
1204,6.808
1205,30.603
1206,1.919
1207,23.756
1208,1.832
1209,26.353
1210,2.692
1211,47.525
1212,2.454
1213,2.663
1214,32.752
1215,3.785
1216,2.847
1217,6.166
1218,2.007
1219,19.486
1220,3.749
1221,3.639
1222,37.558
1223,2.746
1224,1.642
1225,2.633
1226,2.709
1227,4.976
1228,2.172
1229,4.261
1230,38.974
1231,4.519
1232,2.601
1233,2.167
1234,1.776
1235,6.791
1236,3.374
1237,5.418
1238,41.244
1239,3.511
1240,1.54
1241,2.668
1242,30.282
1243,36.355
1244,2.486
1245,4.142
1246,2.965
1247,2.572
1248,1.938
1249,2.481
1250,39.988
1251,1.969
1252,1.941
1253,1.51
1254,1.725
1255,36.885
1256,37.487
1257,4.643
1258,3.923
1259,2.829
1260,3.11
1261,5.264
1262,2.84
1263,2.681
1264,1.924
1265,10.782
1266,3.236
1267,38.012
1268,1.862
1269,37.089
1270,2.05
1271,29.018
1272,30.215
1273,3.708
1274,2.862
1275,3.547
1276,2.001
1277,6.59
1278,11.464
1279,3.298
1280,21.264
1281,3.227
1282,4.411
1283,6.338
1284,4.231
1285,17.604
1286,3.388
1287,23.51
1288,27.258
1289,31.132
1290,27.794
1291,37.049
1292,4.685
1293,20.356
1294,3.846
1295,2.017
1296,3.286
1297,1.654
1298,5.594
1299,2.593
1300,3.154
1301,1.854
1302,37.252
1303,4.008
1304,2.957
1305,31.67
1306,3.537
1307,2.467
1308,2.32
1309,3.474
1310,1.895
1311,2.238
1312,26.612
1313,3.162
1314,1.991
1315,4.498
1316,2.986
1317,2.781
1318,3.435
1319,2.135
1320,4.621
1321,4.841
1322,6.002
1323,27.119
1324,3.588
1325,2.228
1326,1.366
1327,11.473
1328,2.54
1329,37.659
1330,38.229
1331,41.498
1332,3.897
1333,2.365
1334,29.638
1335,41.521
1336,17.87
1337,4.093
1338,4.141
1339,33.051
1340,23.848
1341,37.629
1342,1.92
1343,4.352
1344,26.98
1345,5.977
1346,2.076
1347,4.969
1348,2.88
1349,3.276
1350,3.777
1351,25.744
1352,57.612
1353,1.322
1354,2.102
1355,2.622
1356,2.106
1357,2.913
1358,5.213
1359,23.949
1360,2.279
1361,36.902
1362,2.14
1363,2.148
1364,1.972
1365,15.582
1366,4.751
1367,46.676
1368,1.395
1369,14.164
1370,36.298
1371,3.19
1372,1.709
1373,5.185
1374,3.744
1375,23.567
1376,51.068
1377,49.397
1378,1.953
1379,3.271
1380,28.034
1381,3.025
1382,3.526
1383,1.567
1384,1.72
1385,2.601
1386,1.755
1387,2.703
1388,27.468
1389,18.548
1390,46.612
1391,49.64
1392,3.907
1393,16.861
1394,1.609
1395,1.649
1396,4.167
1397,2.801
1398,14.786
1399,50.762
1400,2.345
1401,5.946
1402,27.681
1403,1.648
1404,4.55
1405,10.034
1406,2.629
1407,12.499
1408,2.823
1409,35.068
1410,3.113
1411,3.088
1412,2.6
1413,4.714
1414,2.127
1415,2.427
1416,33.764
1417,1.889
1418,3.314
1419,3.01
1420,42.91
1421,1.776
1422,2.999
1423,5.259
1424,2.954
1425,2.9
1426,5.037
1427,4.327
1428,2.534
1429,3.607
1430,2.086
1431,53.94
1432,4.997
1433,2.332
1434,3.155
1435,12.051
1436,4.519
1437,17.114
1438,2.939
1439,11.243
1440,6.627
1441,2.826
1442,2.946
1443,1.551
1444,3.869
1445,2.288
1446,2.644
1447,34.453
1448,3.841
1449,26.89
1450,3.33
1451,3.782
1452,3.256
1453,3.15
1454,3.955
1455,1.99
1456,40.223
1457,24.975
1458,10.788
1459,6.037
1460,13.93
1461,2.16
1462,6.109
1463,4.034
1464,2.209
1465,42.418
1466,1.449
1467,37.764
1468,2.498
1469,3.117
1470,19.947
1471,44.769
1472,4.462
1473,4.925
1474,2.439
1475,4.903
1476,1.878
1477,1.37
1478,2.429
1479,6.231
1480,25.235
1481,1.976
1482,3.789
1483,29.573
1484,7.234
1485,16.114
1486,2.56
1487,6.789
1488,39.509
1489,2.409
1490,2.137
1491,39.631
1492,2.523
1493,2.202
1494,2.352
1495,5.661
1496,3.537
1497,6.361
1498,3.152
1499,2.448
1500,2.352
1501,6.317
1502,4.976
1503,2.715
1504,3.766
1505,3.408
1506,1.837
1507,2.99
1508,2.538
1509,38.028
1510,1.975
1511,2.119
1512,2.482
1513,15.58
1514,2.749
1515,5.052
1516,44.46
1517,11.541
1518,2.772
1519,8.147
1520,34.722
1521,1.532
1522,42.281
1523,22.495
1524,16.729
1525,4.379
1526,3.032
1527,3.377
1528,20.651
1529,2.907
1530,34.892
1531,2.541
1532,14.328
1533,2.548
1534,3.655
1535,20.064
1536,4.252
1537,4.127
1538,26.473
1539,28.574
1540,16.936
1541,2.635
1542,21.053
1543,3.361
1544,2.482
1545,3.082
1546,1.85
1547,38.312
1548,2.632
1549,3.341
1550,3.43
1551,47.922
1552,2.009
1553,7.127
1554,42.203
1555,2.606
1556,10.224
1557,43.807
1558,1.38
1559,49.704
1560,1.454
1561,5.232
1562,3.299
1563,37.188
1564,3.359
1565,3.581
1566,2.909
1567,2.838
1568,2.53
1569,4.375
1570,32.329
1571,17.688
1572,13.989
1573,5.76
1574,3.97
1575,2.625
1576,4.103
1577,55.161
1578,3.067
1579,1.667
1580,27.911
1581,1.891
1582,3.207
1583,5.913
1584,50.757
1585,3.005
1586,1.531
1587,4.414
1588,2.589
1589,49.292
1590,25.194
1591,5.448
1592,2.462
1593,2.255
1594,3.721
1595,3.39
1596,5.14
1597,36.02
1598,40.996
1599,2.377
1600,34.857
1601,2.723
1602,1.843
1603,40.827
1604,40.822
1605,30.138
1606,3.491
1607,1.878
1608,34.167
1609,29.327
1610,49.631
1611,4.929
1612,47.874
1613,49.565
1614,23.91
1615,2.18
1616,2.777
1617,31.326
1618,8.631
1619,37.473
1620,32.241
1621,50.333
1622,47.568
1623,32.029
1624,2.817
1625,2.25
1626,7.354
1627,1.95
1628,5.863
1629,1.925
1630,4.159
1631,2.72
1632,26.547
1633,1.913
1634,2.472
1635,3.509
1636,5.472
1637,27.7
1638,2.961
1639,23.787
1640,1.789
1641,2.23
1642,2.872
1643,38.246
1644,21.573
1645,4.285
1646,4.157
1647,4.063
1648,2.235
1649,2.878
1650,2.861
1651,3.277
1652,26.393
1653,24.283
1654,1.633
1655,4.11
1656,2.536
1657,1.448
1658,4.135
1659,27.143
1660,2.838
1661,5.95
1662,44.002
1663,56.507
1664,1.728
1665,39.199
1666,3.896
1667,2.166
1668,40.397
1669,41.458
1670,2.43
1671,3.163
1672,2.096
1673,3.413
1674,3.682
1675,33.694
1676,2.241
1677,3.094
1678,3.478
1679,3.877
1680,4.783
1681,2.807
1682,3.642
1683,34.268
1685,30.447
1686,2.827
1687,4.164
1688,26.619
1689,37.357
1690,1.841
1691,3.731
1692,4.471
1693,1.667
1694,2.741
1695,3.422
1696,2.44
1697,3.531
1698,2.52
1699,3.654
1700,6.123
1701,1.957
1702,10.045
1703,5.098
1704,2.24
1705,2.851
1706,4.017
1707,48.336
1708,1.702
1709,3.431
1710,4.26
1711,2.076
1712,34.15
1713,1.38
1714,50.777
1715,3.733
1716,4.58
1717,41.438
1718,50.759
1719,1.855
1720,4.337
1721,37.974
1722,17.882
1723,18.453
1724,17.483
1725,2.706
1726,2.928
1727,3.883
1728,2.235
1729,4.083
1730,52.043
1731,2.913
1732,4.124
1733,2.795
1734,19.568
1735,36.285
1736,44.187
1737,30.138
1738,2.545
1739,1.859
1740,4.251
1741,32.133
1742,4.446
1743,3.257
1744,2.939
1745,2.957
1746,51.497
1747,1.936
1748,1.713
1749,2.092
1750,37.057
1751,3.821
1752,39.02
1753,25.975
1754,18.598
1755,2.113
1756,1.882
1757,39.21
1758,3.539
1759,1.541
1760,1.789
1761,36.162
1762,2.109
1763,3.387
1764,3.254
1765,20.447
1766,3.261
1767,2.77
1768,50.833
1769,8.265
1770,2.892
1771,6.663
1772,19.941
1773,2.228
1774,11.721
1775,4.837
1776,1.993
1777,2.234
1778,3.361
1779,3.164
1780,4.521
1781,1.893
1782,22.028
1783,6.712
1784,1.786
1785,2.833
1786,6.172
1787,2.419
1788,2.155
1789,33.956
1790,3.27
1791,39.553
1792,2.015
1793,45.293
1794,4.693
1795,30.369
1796,26.169
1797,2.766
1798,2.758
1799,45.449
1800,55.861
1801,2.459
1802,1.498
1803,2.515
1804,50.954
1805,4.548
1806,2.468
1807,5.387
1808,1.888
1809,33.987
1810,32.403
1811,23.678
1812,3.559
1813,40.089
1814,2.333
1815,2.061
1816,40.792
1817,3.127
1818,5.171
1819,30.471
1820,3.878
1821,14.813
1822,1.612
1823,41.292
1824,4.598
1825,2.261
1826,31.505
1827,52.334
1828,3.381
1829,2.057
1830,3.082
1831,2.554
1832,15.353
1833,50.022
1834,2.047
1835,47.053
1836,9.122
1837,2.558
1838,2.21
1839,47.58
1840,1.814
1841,3.428
1842,35.414
1843,14.538
1844,5.863
1845,30.528
1846,9.971
1847,2.382
1848,2.99
1849,37.65
1850,2.772
1851,14.141
1852,3.964
1853,2.504
1854,1.946
1855,1.626
1856,2.524
1857,4.789
1858,4.641
1859,3.562
1860,4.395
1861,27.412
1862,3.713
1863,12.67
1864,35.315
1865,2.181
1866,3.116
1867,36.011
1868,36.681
1869,1.664
1870,2.657
1871,5.465
1872,3.215
1873,4.268
1874,5.259
1875,3.646
1876,4.185
1877,20.829
1878,3.179
1879,45.693
1880,2.169
1881,7.481
1882,3.654
1883,4.674
1884,3.137
1885,6.348
1886,33.508
1887,1.899
1888,54.2
1889,2.534
1890,2.111
1891,23.434
1892,2.319
1893,5.851
1894,6.299
1895,2.789
1896,2.058
1897,4.197
1898,30.578
1899,5.923
1900,7.635
1901,2.881
1902,43.093
1903,3.429
1904,2.29
1905,1.618
1906,2.633
1907,3.767
1908,1.873
1909,9.123
1910,2.398
1911,6.865
1926,41.396
1932,40.929
1939,29.389
1945,45.958
1951,5.835
1955,35.426
1972,8.484
1973,8.581
1976,6.669
1991,4.78
1995,8.276
1998,6.408
2001,7.452
2004,7.679
2007,66.121
2009,6.993
2018,5.507
2024,6.011
2027,4.535
2032,53.675
2038,40.398
2039,42.35
2042,36.795
2054,47.873
2068,52.247
2071,48.5
2072,41.393
2081,52.018
2102,47.492
2111,55.124
2116,10.546
2117,49.945
2127,41.296
2128,35.577
2133,43.825
2135,33.134
2138,48.202
2143,36.823
2153,52.309
2157,5.657
2171,6.308
2174,42.872
2180,44.877
2183,48.899
2187,53.033
2189,49.913
2199,50.79
2203,39.139
2223,44.091
2224,41.788
2225,4.89
2247,49.355
2250,42.554
2254,32.844
2264,28.872
2267,31.936
2268,40.908
2279,52.451
2283,55.174
2284,5.385
2289,46.484
2292,51.432
2302,45.192
2319,48.434
2327,36.463
2336,57.631
2337,5.74
2364,4.927
2378,6.684
2384,56.62
2398,45.557
2417,21.481
2436,37.149
2445,26.351
2447,7.609
2451,41.046
2458,37.249
2459,6.056
2461,45.377
2463,48.562
2471,48.075
2472,27.783
2475,37.875
2491,42.662
2494,4.596
2498,37.163
2502,15.912
2508,37.718
2510,44.84
2511,47.355
2529,15.361
2533,41.27
2538,5.565
2543,129.345
2547,27.631
2571,13.276
2583,5.905
2589,31.204
2598,58.405
2617,42.513
2629,46.91
2635,9.503
2636,4.253
2640,7.341
2643,40.231
2647,5.663
2649,39.584
2653,30.703
2660,3.907
2704,1.354
2740,1.129
427,1.293
464,1.239
549,1.23
351,1.111
364,1.167
393,1.113
399,1.102
441,1.206
476,1.095
501,1.103
564,1.096
349,1.081
350,1.523
352,1.681
354,1.461
355,2.033
356,1.118
357,1.498
358,1.071
359,1.487
360,1.996
361,1.458
362,1.608
365,1.174
367,2.102
368,2.143
369,1.52
370,3.226
371,1.228
372,1.325
373,3.88
374,3.383
375,2.038
377,1.03
378,3.077
379,1.054
380,1.357
381,1.314
382,1.282
383,1.058
384,1.063
385,1.276
386,1.065
387,1.918
388,2.463
390,1.199
391,2.851
392,2.524
394,1.981
395,3.295
396,1.609
397,2.49
398,2.017
400,3.036
401,1.053
402,3.047
403,1.302
404,2.957
405,1.433
406,1.262
407,1.266
408,2.509
409,2.351
410,1.419
411,1.096
412,3.918
413,1.449
415,1.905
416,1.583
417,2.85
418,1.54
419,2.683
421,1.634
422,2.429
423,3.321
424,1.383
425,1.545
426,1.463
429,1.169
430,2.309
431,3.086
432,3.386
433,1.233
434,2.376
435,1.267
436,2.871
437,1.162
438,3.102
439,2.443
440,1.337
442,1.379
443,1.032
444,2.613
445,2.016
446,1.754
447,1.026
448,1.051
449,1.355
450,1.505
451,1.58
452,2.442
453,1.168
454,1.088
455,1.71
456,2.994
457,1.25
458,1.602
459,1.174
460,2.651
461,2.803
462,1.623
463,2.267
465,3.398
466,1.155
467,1.072
468,1.033
469,1.361
470,1.363
471,1.912
472,1.086
473,2.09
474,1.678
477,1.199
478,1.149
479,2.221
480,1.233
481,1.853
482,2.388
485,1.114
486,1.254
487,2.137
488,1.81
489,1.724
490,1.396
491,1.248
492,3.298
493,3.175
494,2.076
495,1.502
496,2.686
497,3.436
498,1.106
499,1.051
500,3.72
502,1.248
503,3.029
504,1.888
505,1.212
506,2.973
507,3.518
508,1.389
509,1.27
510,1.506
511,2.1
512,2.107
513,4.148
514,3.346
515,3.195
516,1.341
518,1.261
519,1.815
520,2.86
521,1.571
522,1.233
523,2.422
524,2.816
525,3.574
527,2.714
528,1.351
529,1.144
530,1.098
531,1.783
532,1.148
533,1.107
534,1.329
535,1.619
536,1.722
537,2.58
539,1.494
540,1.194
541,1.365
542,3.145
543,1.366
544,2.776
545,2.497
546,1.71
547,1.687
548,1.668
550,1.076
551,1.242
552,1.094
553,3.851
554,1.543
555,1.786
556,2.388
557,1.805
558,1.512
559,4.255
560,2.327
561,3.735
562,1.168
565,1.871
567,3.272
568,1.224
569,1.485
570,1.741
571,1.054
572,1.052
591,2.596
656,1.232
669,2.317
604,2.155
645,1.846
646,1.541
666,1.302
683,1.824
587,1.304
590,1.288
614,2.58
634,1.534
680,1.474
586,1.134
610,1.316
652,1.19
673,1.083
676,1.511
620,1.351
574,1.41
630,1.573
678,1.564
593,1.394
609,1.578
573,1.398
575,1.179
576,1.24
577,1.439
578,1.345
579,1.557
581,1.026
582,1.3
583,1.356
584,1.244
585,1.076
588,1.348
589,1.325
592,1.604
594,1.223
595,1.271
597,1.305
598,1.276
599,1.316
600,1.382
602,1.051
603,1.575
605,1.273
607,1.005
608,1.033
611,1.225
612,1.192
613,1.035
615,1.301
616,1.218
617,1.313
618,1.512
619,1.526
621,1.114
622,1.172
623,1.276
624,1.021
625,1.303
626,1.335
627,1.324
628,1.189
631,1.189
632,1.324
633,1.239
635,1.338
636,1.546
638,1.046
639,1.242
640,1.287
642,1.034
643,1.297
644,1.352
647,1.266
648,1.033
650,1.302
653,1.437
654,1.493
655,1.099
657,1.112
658,1.384
659,1.368
660,1.022
661,1.344
662,1.375
663,1.253
664,1.21
665,1.279
667,1.099
668,1.026
670,1.359
671,1.271
672,1.118
674,1.04
675,1.332
677,1.326
679,1.309
681,1.31
682,1.199
684,1.277
685,1.271
1967,2.246
3437,7.813
3454,1.302
3487,1.236
3723,1.199
3861,1.216
3961,1.253
3980,1.656
3989,1.08
4011,1.053
4031,1.114
686,3.178
687,1.441
688,1.746
689,1.118
690,1.15
691,1.089
692,1.024
693,1.197
694,1.854
695,1.677
696,1.574
697,1.862
698,1.919
699,1.042
700,1.125
701,1.314
702,1.123
703,1.604
704,1.075
705,2.071
706,1.268
707,1.171
708,1.474
709,1.306
710,1.154
711,1.35
712,1.167
713,2.086
714,1.179
715,1.2
716,1.224
717,1.064
718,1.453
719,1.962
720,1.284
721,1.084
722,1.272
723,1.183
724,1.768
725,1.1
726,1.564
727,1.443
728,1.56
729,1.171
730,1.267
731,1.442
732,1.24
733,1.114
734,1.354
735,1.102
736,1.222
737,1.334
738,1.399
739,1.488
740,1.144
741,1.287
742,1.189
743,1.043
744,1.032
745,1.865
746,1.118
747,1.833
748,1.289
749,1.03
750,1.044
751,1.256
752,1.669
753,1.176
754,1.524
755,1.394
756,1.169
757,1.046
758,1.301
759,1.184
760,1.48
761,1.176
762,1.214
763,1.216
764,1.48
765,1.238
766,1.536
767,1.082
768,1.164
769,1.225
770,1.427
771,1.2
772,1.352
773,1.619
774,1.63
775,1.053
776,1.164
777,1.228
778,1.214
779,1.294
780,1.518
781,1.805
782,1.171
783,1.245
784,1.575
785,1.053
786,1.134
787,1.41
788,1.066
789,1.203
790,1.083
791,1.112
792,1.431
793,1.29
794,1.253
795,1.255
796,1.101
797,1.386
798,1.111
799,1.168
800,1.64
801,1.047
802,1.078
803,1.327
804,1.22
805,2.015
806,1.19
807,1.331
808,1.127
809,1.297
810,1.54
811,1.19
812,1.16
813,1.168
814,1.39
815,1.632
816,1.126
817,1.39
818,1.251
819,1.617
820,1.651
821,1.145
822,1.211
823,1.895
824,1.873
825,1.1
826,1.226
827,1.67
828,2.237
829,1.55
830,1.865
831,1.256
832,1.051
833,1.221
834,1.711
835,1.3
836,1.175
837,1.236
838,1.353
839,1.178
840,1.421
841,1.049
842,1.608
843,1.232
844,1.319
845,1.388
846,1.095
847,1.457
848,1.325
849,1.45
850,1.164
851,1.087
852,1.097
853,1.721
854,1.056
855,1.07
856,1.532
890,1.097
857,1.244
858,1.073
859,1.053
860,1.08
861,1.126
862,1.422
863,1.149
864,1.099
865,1.064
866,1.054
867,1.09
868,1.036
869,1.127
870,1.076
871,1.096
872,1.087
873,1.064
874,1.089
875,1.008
876,1.119
877,1.052
878,1.127
879,1.063
880,1.152
881,1.089
882,1.084
883,1.021
884,1.056
885,1.09
886,1.086
887,1.075
888,1.092
889,1.168
891,1.018
892,1.016
893,1.06
894,1.053
895,1.067
3456,1.883
3495,2.018
3586,1.841
3621,1.259
3626,1.14
3797,1.773
3501,1.936
3517,1.396
3550,1.342
3577,1.913
3592,1.285
3609,1.647
3633,2.136
3677,1.887
3684,2.373
3721,1.726
3779,1.335
3872,1.265
3948,2.029
2678,1.216
2760,1.454
2822,1.557
2883,1.346
2941,1.283
2968,1.375
3005,2.263
3057,1.383
3136,2.446
3164,1.175
3222,1.441
3245,1.566
3248,1.765
3263,2.25
3278,1.581
3328,1.555
3361,1.581
3440,1.481
3525,1.636
3540,1.832
3556,1.249
3561,1.256
3651,1.565
3674,1.843
3692,1.759
3741,1.406
3750,1.604
3756,2.103
3830,2.714
3851,2.211
3877,2.023
3886,1.626
3943,1.697
3962,1.858
2677,1.543
2826,1.261
2724,2.45
2752,1.26
2775,1.641
2869,3.218
2892,1.773
2962,1.68
3001,1.933
3019,2.793
3100,2.078
3162,2.172
3168,2.195
3233,2.525
3295,2.276
3304,2.057
3331,1.822
3366,2.411
3404,1.558
3406,2.924
3412,2.211
2813,1.722
2971,1.214
3034,2.216
3178,1.635
3410,1.449
3420,1.495
2976,2.379
3011,2.046
3179,3.023
3289,1.669
1920,44.83
1941,108.796
1948,35.057
1959,42.64
2028,39.017
2047,53.953
2053,40.899
2065,18.994
2087,51.786
2125,47.424
2132,30.035
2134,33.257
2148,33.39
2149,42.962
2169,39.863
