node,avg_spread
254,2311.91
255,442.34
256,292.05
257,2204.71
258,1869.63
259,418.43
260,773.58
261,2705.7
262,447.8
263,652.87
264,327.34
265,2566.03
266,1974.03
267,558.93
268,1764.33
269,712.7
270,917.11
271,2674.26
272,2614.62
273,679.25
274,2082.94
275,506.03
276,2190.96
277,2631.36
278,821.78
279,444.74
280,2635.78
281,1644.59
282,182.04
283,775.22
284,1445.5
285,2629.66
286,320.04
287,180.86
288,915.48
289,497.26
290,2058.23
291,2596.93
292,379.65
293,416.72
294,387.37
295,1749.43
296,796.91
297,2468.1
298,1738.24
299,1871.67
300,993.62
301,558.05
302,1973.28
303,2299.25
304,2548.07
305,411.71
306,594.73
307,387.43
308,2154.8
309,1187.14
310,1145.82
311,1199.15
312,1486.58
313,2477.66
314,1893.08
315,2629.41
316,324.71
317,1263.78
318,1700.7
319,612.99
320,1980.97
321,536.78
322,2669.37
323,2625.7
324,2347.93
325,2728.29
326,1314.57
327,383.23
328,733.77
329,2187.65
330,2126.43
331,2197.62
332,2689.6
333,986.5
334,2633.66
335,238.01
336,859.83
337,1031.88
338,1167.28
339,2177.43
340,966.63
341,1903.38
342,2511.68
343,1419.47
344,1472.36
345,2281.38
346,2267.26
347,1152.26
348,2900.92
414,2913.78
428,2909.6
1684,2908.83
1912,2920.87
2814,348.05
2838,738.63
2885,727.44
3003,674.78
3173,2483.67
3290,728.07
353,2890.04
363,2905.11
366,2919.68
376,2910.06
389,2873.46
420,2783.42
475,2903.96
483,2918.51
484,2909.91
517,2910.52
526,2895.67
538,2918.57
563,2921.96
566,2920.73
580,2905.92
596,2839.1
601,2666.99
606,2907.18
629,1892.63
637,2909.04
641,2875.84
649,790.93
651,2871.0
896,2927.24
897,2908.31
898,2784.04
899,643.67
900,2161.08
901,2783.43
902,2918.75
903,2853.32
904,286.4
905,2348.54
906,2915.79
907,2091.32
908,2791.95
909,1450.4
910,448.15
911,117.7
912,1525.99
913,2856.03
914,2302.68
915,2817.33
916,2894.38
917,2925.86
918,291.05
919,2768.14
920,2179.81
921,2923.78
922,2636.07
923,1255.75
924,2784.29
925,2872.07
926,2549.95
927,2916.18
928,1653.97
929,955.39
930,2890.91
931,2332.42
932,2936.94
933,2678.76
934,2927.16
935,1295.45
936,2895.95
937,1434.79
938,2628.24
939,2228.93
940,2337.45
941,2927.7
942,2916.02
943,1893.31
944,2896.71
945,703.53
946,2912.57
947,2913.31
948,2834.44
949,2638.47
950,1747.38
951,2651.42
952,2897.84
953,2911.04
954,2907.59
955,1140.54
956,1228.06
957,2887.65
958,2716.54
959,2880.37
960,2930.55
961,1948.46
962,2726.33
963,2756.39
964,2724.02
965,2139.91
966,2899.15
967,2904.08
968,2832.26
969,2774.16
970,2281.61
971,2836.48
972,2606.14
973,2208.63
974,1894.48
975,2871.06
976,2799.0
977,2744.34
978,2895.7
979,910.86
980,2915.23
981,2927.11
982,2896.33
983,2904.12
984,2863.4
985,1227.17
986,1740.23
987,1059.7
988,2882.53
989,2783.12
990,2686.61
991,2231.79
992,2841.86
993,2894.57
994,2589.78
995,2905.29
996,844.54
997,2914.16
998,1351.16
999,2902.79
1000,2271.5
1001,2845.88
1002,329.55
1003,2910.12
1004,2885.7
1005,2414.68
1006,2914.58
1007,2235.56
1008,1828.48
1009,2913.85
1010,2880.69
1011,2739.62
1012,2810.78
1013,1812.48
1014,2894.45
1015,2853.8
1016,925.74
1017,2914.39
1018,2879.91
1019,2925.72
1020,2895.45
1021,2906.86
1022,740.23
1023,1466.31
1024,2922.23
1025,2591.56
1026,2902.4
1027,472.75
1028,2910.87
1029,2923.86
1030,1318.72
1031,980.61
1032,2906.04
1033,2225.17
1034,488.18
1035,2658.71
1036,2901.19
1037,2799.04
1038,959.55
1039,2739.32
1040,2932.54
1041,2862.51
1042,2242.86
1043,1278.94
1044,2735.37
1045,1449.05
1046,294.38
1047,2914.95
1048,2882.36
1049,2897.18
1050,1514.92
1051,2890.19
1052,2899.31
1053,1255.42
1054,2859.94
1055,1706.54
1056,2902.0
1057,701.72
1058,1220.08
1059,2897.44
1060,2857.01
1061,1894.91
1062,2350.53
1063,2491.77
1064,2525.04
1065,325.09
1066,2899.04
1067,2887.76
1068,2874.35
1069,2594.77
1070,2912.02
1071,468.88
1072,2670.09
1073,1592.07
1074,2908.29
1075,2890.88
1076,2915.47
1077,2116.02
1078,2887.32
1079,2907.0
1080,2911.17
1081,2818.86
1082,2882.46
1083,2896.03
1084,2312.47
1085,2745.58
1086,2909.02
1087,1116.8
1088,1678.16
1089,2105.82
1090,1910.28
1091,2557.31
1092,2838.62
1093,1650.11
1094,1924.51
1095,2722.9
1096,433.6
1097,2827.0
1098,2486.78
1099,2888.98
1100,2896.42
1101,2901.89
1102,2896.44
1103,1581.68
1104,2905.71
1105,469.21
1106,2694.01
1107,2886.52
1108,2915.03
1109,2855.91
1110,2879.98
1111,955.5
1112,2886.53
1113,2883.51
1114,2868.36
1115,2773.5
1116,2711.09
1117,2896.62
1118,2773.35
1119,295.99
1120,2911.78
1121,2598.63
1122,2861.67
1123,2912.8
1124,2914.21
1125,2917.24
1126,2897.78
1127,2430.65
1128,2898.95
1129,2918.09
1130,2913.84
1131,2782.69
1132,2885.77
1133,1201.66
1134,1838.12
1135,2923.93
1136,2716.66
1137,2732.59
1138,1177.53
1139,2591.65
1140,1565.64
1141,2440.76
1142,2861.2
1143,2208.89
1144,2388.16
1145,378.2
1146,2915.98
1147,1275.7
1148,2857.82
1149,2907.87
1150,2093.3
1151,1100.48
1152,2342.34
1153,2907.15
1154,1774.34
1155,2911.27
1156,2902.64
1157,997.98
1158,2916.56
1159,2897.75
1160,2908.34
1161,2419.95
1162,1319.9
1163,2903.29
1164,2765.73
1165,2407.6
1166,2905.66
1167,2735.83
1168,1225.73
1169,2420.48
1170,2822.63
1171,2398.05
1172,2918.61
1173,2935.42
1174,2532.92
1175,2899.88
1176,550.81
1177,1566.22
1178,2092.0
1179,2874.88
1180,2884.79
1181,2880.6
1182,2936.26
1183,2778.69
1184,2917.26
1185,2906.86
1186,2403.11
1187,2492.56
1188,2835.14
1189,2751.35
1190,2814.64
1191,2897.94
1192,2904.8
1193,1440.86
1194,629.57
1195,2926.56
1196,2696.48
1197,1815.33
1198,2914.63
1199,2905.5
1200,498.62
1201,2898.63
1202,1480.97
1203,1471.66
1204,2917.48
1205,2894.87
1206,411.01
1207,2912.12
1208,236.39
1209,2916.47
1210,2919.29
1211,2911.46
1212,2773.07
1213,2440.2
1214,2917.44
1215,2897.69
1216,2798.59
1217,2894.48
1218,1211.8
1219,2895.77
1220,1425.0
1221,2911.88
1222,2909.6
1223,2494.46
1224,381.55
1225,2662.85
1226,2854.14
1227,2914.94
1228,2459.74
1229,2905.2
1230,2866.35
1231,2882.26
1232,2747.44
1233,354.3
1234,2107.66
1235,2920.62
1236,2869.88
1237,2905.91
1238,2891.93
1239,1557.71
1240,904.92
1241,2467.12
1242,2877.38
1243,2910.31
1244,2038.29
1245,2818.17
1246,2734.0
1247,2743.15
1248,1301.56
1249,2399.08
1250,2905.37
1251,1959.93
1252,411.18
1253,377.21
1254,807.89
1255,2922.49
1256,2904.33
1257,2893.22
1258,2871.99
1259,2835.38
1260,2848.72
1261,2894.87
1262,622.9
1263,1243.92
1264,669.15
1265,2790.67
1266,1765.6
1267,2914.5
1268,1880.81
1269,2932.29
1270,582.4
1271,2907.28
1272,2894.98
1273,2904.41
1274,2764.37
1275,2917.12
1276,527.44
1277,2898.85
1278,2881.84
1279,2875.39
1280,2905.26
1281,2803.32
1282,2893.32
1283,2667.13
1284,2917.31
1285,2919.51
1286,2708.97
1287,2916.47
1288,2878.56
1289,2902.97
1290,2907.75
1291,2923.1
1292,2887.28
1293,2887.42
1294,2517.82
1295,911.26
1296,2744.2
1297,962.99
1298,2913.44
1299,2740.94
1300,2722.28
1301,1280.02
1302,2928.65
1303,2901.11
1304,2796.49
1305,2896.95
1306,2596.54
1307,2766.02
1308,2369.77
1309,2849.94
1310,2701.13
1311,2576.06
1312,2888.71
1313,2760.63
1314,2667.24
1315,2869.44
1316,2823.78
1317,2484.6
1318,2830.78
1319,2634.15
1320,2903.09
1321,2594.69
1322,2914.0
1323,2904.6
1324,2845.51
1325,2378.76
1326,318.49
1327,2882.51
1328,2532.84
1329,2910.05
1330,2917.17
1331,2896.02
1332,2909.7
1333,2821.52
1334,2911.51
1335,2923.18
1336,2903.37
1337,2759.9
1338,2895.38
1339,2890.03
1340,2921.42
1341,2905.75
1342,1821.37
1343,2767.48
1344,2905.33
1345,2913.32
1346,1363.42
1347,2895.17
1348,2848.6
1349,2865.79
1350,2878.09
1351,2919.78
1352,2906.36
1353,700.71
1354,1098.68
1355,2886.51
1356,2457.5
1357,2605.55
1358,2879.61
1359,2910.33
1360,2800.84
1361,2905.93
1362,805.57
1363,2505.81
1364,1955.59
1365,2864.65
1366,2898.13
1367,2865.03
1368,1048.01
1369,2882.66
1370,2900.87
1371,2828.03
1372,1489.63
1373,2862.42
1374,2878.54
1375,2895.97
1376,2928.91
1377,2915.75
1378,2852.39
1379,2899.6
1380,2893.11
1381,2710.86
1382,2888.24
1383,1081.73
1384,1755.65
1385,2299.98
1386,233.68
1387,1459.53
1388,2913.72
1389,2889.04
1390,2897.72
1391,2922.76
1392,2883.11
1393,2913.72
1394,239.86
1395,519.42
1396,2907.19
1397,2260.13
1398,2885.79
1399,2896.42
1400,2590.13
1401,2097.48
1402,2895.92
1403,882.86
1404,2899.59
1405,2862.34
1406,2736.75
1407,2857.15
1408,2828.88
1409,2895.13
1410,2291.28
1411,1540.07
1412,2622.96
1413,2873.45
1414,2010.01
1415,2706.71
1416,2909.53
1417,1421.49
1418,2479.19
1419,2770.68
1420,2916.22
1421,2488.54
1422,2257.24
1423,2913.63
1424,2335.82
1425,2822.54
1426,2897.47
1427,2909.59
1428,2757.88
1429,2849.86
1430,402.41
1431,2926.62
1432,2919.75
1433,2618.74
1434,2152.43
1435,2865.14
1436,2642.88
1437,2912.11
1438,2812.93
1439,2683.0
1440,2739.49
1441,2051.52
1442,898.25
1443,1399.2
1444,2785.75
1445,1510.26
1446,2878.55
1447,2907.72
1448,2857.85
1449,2870.61
1450,2518.32
1451,2845.04
1452,2673.52
1453,2630.26
1454,2888.6
1455,958.07
1456,2918.45
1457,2885.21
1458,2849.41
1459,2892.66
1460,2904.07
1461,1739.67
1462,2914.23
1463,2158.93
1464,2812.32
1465,2898.8
1466,268.94
1467,2899.28
1468,2755.27
1469,2854.9
1470,2908.62
1471,2892.46
1472,2906.67
1473,2880.88
1474,929.06
1475,2922.38
1476,899.77
1477,1283.53
1478,2245.0
1479,2890.38
1480,2899.53
1481,2519.06
1482,2862.95
1483,2925.66
1484,2643.25
1485,2874.66
1486,795.98
1487,2893.35
1488,2937.72
1489,2737.87
1490,1518.85
1491,2890.01
1492,2179.07
1493,2664.24
1494,2598.49
1495,2871.71
1496,2878.49
1497,2757.43
1498,1105.6
1499,1292.09
1500,2835.34
1501,2378.96
1502,2919.99
1503,2756.72
1504,2898.57
1505,2897.95
1506,1629.68
1507,2855.65
1508,2816.77
1509,2902.85
1510,1018.29
1511,2633.33
1512,2795.89
1513,2894.16
1514,2796.81
1515,2926.14
1516,2923.33
1517,2856.36
1518,2192.87
1519,2817.88
1520,2862.99
1521,1455.22
1522,2904.3
1523,2908.05
1524,2922.98
1525,2898.6
1526,2459.67
1527,2027.1
1528,2814.97
1529,2794.06
1530,2895.35
1531,2401.23
1532,2846.99
1533,2860.95
1534,2740.55
1535,2917.5
1536,2917.94
1537,2454.56
1538,2903.0
1539,2905.77
1540,2867.04
1541,2744.71
1542,2889.61
1543,2811.06
1544,1894.54
1545,2913.85
1546,628.2
1547,2915.75
1548,2863.7
1549,2876.75
1550,2864.22
1551,2898.4
1552,1164.69
1553,2850.03
1554,2920.98
1555,2679.65
1556,2671.71
1557,2908.21
1558,371.21
1559,2912.96
1560,406.38
1561,2658.57
1562,1162.59
1563,2928.89
1564,1875.71
1565,2882.25
1566,2610.22
1567,2850.97
1568,2753.1
1569,2854.27
1570,2917.1
1571,2879.07
1572,2905.47
1573,2910.72
1574,2931.32
1575,2474.03
1576,2887.93
1577,2916.42
1578,2886.13
1579,996.08
1580,2896.06
1581,385.12
1582,2807.45
1583,2889.35
1584,2902.98
1585,2286.95
1586,467.56
1587,2902.47
1588,2535.31
1589,2921.45
1590,2891.72
1591,2888.34
1592,2731.53
1593,2743.11
1594,2320.45
1595,2856.5
1596,2904.65
1597,2913.3
1598,2912.53
1599,1593.3
1600,2886.03
1601,2861.85
1602,2470.68
1603,2895.07
1604,2907.68
1605,2899.04
1606,2724.8
1607,661.05
1608,2901.93
1609,2900.64
1610,2876.73
1611,2883.07
1612,2906.77
1613,2908.25
1614,2906.93
1615,2528.91
1616,2880.01
1617,2911.31
1618,2689.23
1619,2918.29
1620,2882.03
1621,2893.64
1622,2888.0
1623,2895.14
1624,2835.13
1625,2654.54
1626,2802.76
1627,472.24
1628,2934.75
1629,2545.08
1630,2924.67
1631,1555.08
1632,2911.81
1633,2479.64
1634,2860.27
1635,2781.42
1636,2906.93
1637,2905.67
1638,2754.29
1639,2904.29
1640,1341.95
1641,2133.11
1642,2491.9
1643,2919.04
1644,2887.45
1645,2885.36
1646,2372.61
1647,2919.77
1648,2711.33
1649,2755.44
1650,2369.52
1651,1430.47
1652,2891.7
1653,2895.25
1654,1282.28
1655,2910.61
1656,2623.2
1657,754.84
1658,2502.21
1659,2902.03
1660,2682.14
1661,2924.0
1662,2900.11
1663,2933.62
1664,950.36
1665,2923.45
1666,2788.49
1667,2661.24
1668,2925.38
1669,2909.11
1670,1730.33
1671,2847.62
1672,2558.8
1673,2806.61
1674,2628.25
1675,2901.89
1676,2027.42
1677,2781.87
1678,2209.95
1679,2634.61
1680,2905.57
1681,2597.55
1682,2857.13
1683,2920.92
1685,2904.05
1686,2882.02
1687,2843.95
1688,2917.72
1689,2921.19
1690,588.42
1691,2919.6
1692,2833.41
1693,383.96
1694,2771.12
1695,2833.0
1696,1943.99
1697,1719.39
1698,2586.66
1699,2859.56
1700,2386.64
1701,1321.24
1702,2818.84
1703,2911.53
1704,2713.3
1705,2692.53
1706,2808.82
1707,2904.93
1708,1763.16
1709,2891.55
1710,2342.36
1711,1022.0
1712,2904.47
1713,967.71
1714,2924.9
1715,2911.25
1716,2885.35
1717,2912.84
1718,2890.01
1719,2496.24
1720,2916.03
1721,2913.11
1722,2908.12
1723,2881.32
1724,2909.56
1725,2859.58
1726,2303.2
1727,2807.9
1728,2709.9
1729,2893.16
1730,2898.3
1731,1285.63
1732,2877.03
1733,2836.6
1734,2903.26
1735,2899.14
1736,2900.96
1737,2925.71
1738,2516.94
1739,2240.21
1740,2813.48
1741,2906.93
1742,2924.09
1743,2638.41
1744,2849.63
1745,2565.6
1746,2876.27
1747,2649.75
1748,2054.83
1749,1936.46
1750,2876.27
1751,2858.51
1752,2917.27
1753,2912.8
1754,2915.79
1755,581.02
1756,2389.69
1757,2896.25
1758,2668.54
1759,1024.37
1760,530.87
1761,2900.79
1762,1038.84
1763,2798.39
1764,2636.18
1765,2905.12
1766,2903.94
1767,2816.79
1768,2905.36
1769,2715.06
1770,2853.11
1771,2694.77
1772,2869.35
1773,2822.72
1774,2889.94
1775,1861.11
1776,585.89
1777,1105.14
1778,2815.07
1779,2492.92
1780,2519.55
1781,2653.2
1782,2885.86
1783,2890.02
1784,2539.32
1785,2823.97
1786,2894.99
1787,2828.39
1788,1134.91
1789,2905.41
1790,2815.34
1791,2878.44
1792,998.97
1793,2896.34
1794,2887.09
1795,2891.45
1796,2915.54
1797,940.42
1798,2838.71
1799,2893.24
1800,2898.59
1801,2537.82
1802,2000.27
1803,2561.53
1804,2901.09
1805,2666.07
1806,2717.16
1807,2920.18
1808,1972.14
1809,2895.54
1810,2914.98
1811,2897.38
1812,2878.78
1813,2916.25
1814,1632.63
1815,2791.03
1816,2908.12
1817,2269.28
1818,2724.42
1819,2916.59
1820,2907.5
1821,2773.35
1822,1677.8
1823,2923.59
1824,2915.58
1825,2727.42
1826,2932.91
1827,2902.22
1828,2917.33
1829,2302.73
1830,2537.86
1831,2854.47
1832,2836.35
1833,2908.72
1834,287.44
1835,2893.76
1836,2617.01
1837,2840.52
1838,902.92
1839,2900.58
1840,1406.78
1841,2873.18
1842,2899.0
1843,2851.34
1844,2909.57
1845,2891.14
1846,2892.24
1847,2697.91
1848,2833.08
1849,2918.48
1850,2718.0
1851,2888.57
1852,2440.5
1853,2322.85
1854,444.76
1855,1139.73
1856,786.56
1857,2913.76
1858,2754.05
1859,2907.37
1860,2208.81
1861,2877.64
1862,2897.75
1863,2908.04
1864,2896.85
1865,1688.15
1866,2676.96
1867,2911.53
1868,2897.4
1869,2272.76
1870,2736.48
1871,2906.34
1872,2935.06
1873,2853.42
1874,1966.43
1875,2738.07
1876,2917.46
1877,2886.85
1878,2891.02
1879,2915.47
1880,2860.2
1881,2883.33
1882,2896.12
1883,2408.42
1884,2755.12
1885,2713.25
1886,2897.49
1887,2174.65
1888,2876.25
1889,1294.24
1890,736.83
1891,2907.39
1892,2001.09
1893,2902.87
1894,2905.77
1895,2799.36
1896,1213.09
1897,2890.46
1898,2906.96
1899,2924.1
1900,2779.68
1901,1921.3
1902,2905.99
1903,2878.79
1904,2700.39
1905,1321.06
1906,2587.76
1907,2717.6
1908,1870.55
1909,2824.42
1910,2831.33
1911,2872.21
1926,2896.93
1932,2916.48
1939,2906.43
1945,2906.81
1951,2882.17
1955,2921.83
1972,2905.36
1973,2886.53
1976,2869.85
1991,2882.04
1995,2885.43
1998,2909.19
2001,2929.42
2004,2886.14
2007,2907.89
2009,2839.29
2018,2875.09
2024,2907.85
2027,2880.82
2032,2894.32
2038,2918.47
2039,2892.89
2042,2891.29
2054,2905.25
2068,2882.95
2071,2908.87
2072,2906.88
2081,2927.22
2102,2895.38
2111,2917.96
2116,2900.63
2117,2912.8
2127,2896.49
2128,2905.85
2133,2905.93
2135,2894.85
2138,2906.99
2143,2926.04
2153,2905.76
2157,2796.13
2171,2920.63
2174,2870.6
2180,2906.12
2183,2894.54
2187,2906.74
2189,2927.22
2199,2903.63
2203,2877.7
2223,2916.76
2224,2916.97
2225,2841.16
2247,2877.44
2250,2908.31
2254,2887.9
2264,2840.07
2267,2934.06
2268,2885.68
2279,2911.9
2283,2932.2
2284,2880.89
2289,2902.56
2292,2880.72
2302,2898.0
2319,2914.93
2327,2904.72
2336,2919.99
2337,2807.18
2364,2911.26
2378,2889.21
2384,2882.22
2398,2924.8
2417,2897.78
2436,2887.38
2445,2923.23
2447,2888.51
2451,2940.17
2458,2901.75
2459,2912.56
2461,2909.81
2463,2904.02
2471,2916.12
2472,2913.05
2475,2909.54
2491,2897.12
2494,2906.73
2498,2883.94
2502,2915.24
2508,2890.38
2510,2901.67
2511,2877.17
2529,2825.89
2533,2893.33
2538,2894.38
2543,2908.71
2547,2895.4
2571,2768.04
2583,2920.95
2589,2892.68
2598,2905.86
2617,2908.79
2629,2922.97
2635,2552.34
2636,2782.56
2640,2923.77
2643,2910.78
2647,2914.09
2649,2899.71
2653,2898.69
2660,2881.86
2704,348.3
2740,436.11
427,1364.75
464,466.66
549,1293.62
351,444.84
364,730.13
393,640.86
399,559.76
441,788.68
476,599.32
501,548.6
564,882.24
349,785.52
350,2547.86
352,2637.63
354,2718.04
355,2906.48
356,415.37
357,2344.02
358,262.45
359,2557.72
360,2836.12
361,2546.27
362,2437.38
365,1132.21
367,2900.46
368,2807.58
369,2410.92
370,2922.74
371,872.46
372,2302.56
373,2916.2
374,2909.51
375,2294.08
377,371.81
378,2889.46
379,552.59
380,1837.16
381,2067.85
382,2082.76
383,671.99
384,531.7
385,1530.13
386,382.0
387,2833.61
388,2890.53
390,881.8
391,2914.92
392,2919.18
394,2911.5
395,2910.23
396,2771.45
397,2844.67
398,2683.5
400,2914.58
401,208.47
402,2871.17
403,2494.0
404,2914.2
405,1979.76
406,645.36
407,2183.9
408,2903.91
409,2747.38
410,2211.99
411,408.3
412,2921.97
413,2310.31
415,2656.83
416,2561.67
417,2913.24
418,2647.08
419,2902.03
421,2774.13
422,2885.92
423,2905.68
424,2331.83
425,2548.42
426,2494.26
429,1861.4
430,2791.44
431,2929.71
432,2917.2
433,1632.23
434,2657.32
435,1542.33
436,2934.58
437,808.26
438,2909.27
439,2907.06
440,2144.34
442,2129.72
443,322.24
444,2881.78
445,2639.32
446,2304.5
447,234.44
448,489.4
449,1830.42
450,2464.13
451,2749.66
452,2867.9
453,756.23
454,496.38
455,2793.02
456,2905.88
457,2146.64
458,2702.97
459,1440.42
460,2890.55
461,2905.81
462,2666.59
463,2880.63
465,2904.54
466,1510.95
467,377.11
468,398.89
469,2482.04
470,2268.42
471,2739.29
472,924.86
473,2775.65
474,2441.05
477,2038.78
478,1559.4
479,2843.61
480,1156.1
481,2607.6
482,2852.41
485,1054.37
486,1818.19
487,2755.16
488,2763.05
489,2640.27
490,1955.57
491,1856.45
492,2905.23
493,2880.48
494,2578.12
495,2653.77
496,2807.41
497,2913.28
498,739.44
499,424.59
500,2897.82
502,2006.34
503,2886.92
504,2841.18
505,1900.74
506,2918.21
507,2925.19
508,1990.14
509,1894.84
510,2642.21
511,2850.63
512,2804.76
513,2909.04
514,2916.73
515,2911.88
516,2242.85
518,2323.23
519,2520.27
520,2910.28
521,2139.01
522,1474.11
523,2912.6
524,2905.71
525,2914.54
527,2901.85
528,2004.32
529,1562.42
530,898.1
531,2820.31
532,833.08
533,990.13
534,1332.44
535,2199.31
536,2580.67
537,2809.99
539,2317.54
540,1342.73
541,1684.79
542,2902.32
543,2502.93
544,2894.01
545,2893.62
546,2654.69
547,2808.62
548,2676.27
550,346.58
551,2222.74
552,772.84
553,2891.64
554,2236.52
555,2892.19
556,2850.53
557,2809.39
558,2518.48
559,2905.27
560,2799.71
561,2896.27
562,1083.53
565,2697.39
567,2912.85
568,2053.63
569,2457.58
570,2873.42
571,817.57
572,554.64
591,2902.97
656,724.93
669,2813.12
604,2823.35
645,2693.4
646,2240.18
666,2474.96
683,2832.58
587,1828.77
590,2087.06
614,2858.36
634,2221.84
680,2570.16
586,1368.25
610,1113.73
652,976.83
673,1055.72
676,2566.3
620,2536.66
574,1584.27
630,2818.68
678,2633.74
593,1072.7
609,2830.2
573,2762.38
575,1846.25
576,2208.41
577,2188.95
578,2207.24
579,2717.8
581,295.91
582,2149.57
583,2152.79
584,2246.53
585,398.72
588,2182.65
589,2231.12
592,2791.93
594,809.14
595,2234.31
597,2487.07
598,2248.14
599,2330.5
600,2230.73
602,351.72
603,2274.57
605,2269.72
607,146.45
608,321.11
611,2162.36
612,2309.64
613,208.08
615,2292.09
616,2232.77
617,2515.25
618,2542.06
619,2591.97
621,1167.23
622,1864.41
623,2220.95
624,322.2
625,2354.71
626,2091.6
627,2351.93
628,1818.19
631,1473.99
632,2067.06
633,2196.07
635,2298.13
636,2762.62
638,117.25
639,2023.67
640,2341.83
642,228.1
643,2138.18
644,2547.96
647,1975.89
648,493.72
650,2323.07
653,2716.34
654,2664.39
655,982.68
657,1134.64
658,2373.44
659,2420.25
660,530.3
661,2146.41
662,2309.22
663,1271.76
664,2155.57
665,1978.41
667,528.96
668,296.91
670,2302.62
671,1318.06
672,1378.01
674,285.06
675,2544.85
677,2496.0
679,1352.5
681,2343.07
682,1823.56
684,2269.73
685,2091.8
1967,516.54
3437,2833.69
3454,1848.15
3487,1056.18
3723,996.78
3861,1729.78
3961,1126.56
3980,182.38
3989,63.48
4011,90.85
4031,180.0
686,707.9
687,843.83
688,795.29
689,310.49
690,457.24
691,181.47
692,38.94
693,574.11
694,850.7
695,794.53
696,790.65
697,828.76
698,668.72
699,108.2
700,327.33
701,677.1
702,182.36
703,711.14
704,282.41
705,619.58
706,541.32
707,233.25
708,821.0
709,579.8
710,679.49
711,813.66
712,180.02
713,533.5
714,319.7
715,446.97
716,797.7
717,110.78
718,610.63
719,625.65
720,682.96
721,283.13
722,764.87
723,686.71
724,675.17
725,279.93
726,520.66
727,865.96
728,750.76
729,360.12
730,532.22
731,646.63
732,208.41
733,440.32
734,510.54
735,215.81
736,303.72
737,545.93
738,760.71
739,523.09
740,321.4
741,502.65
742,489.44
743,102.41
744,82.81
745,675.22
746,400.67
747,772.71
748,632.14
749,130.26
750,204.06
751,494.61
752,723.88
753,380.3
754,964.69
