node,avg_spread
428,6.117
1684,16.516
1912,141.783
2814,1.146
2838,1.351
2885,1.151
3003,1.183
3173,1.485
3290,1.211
353,5.931
363,5.088
366,5.183
376,4.817
389,2.528
420,2.683
475,5.244
483,11.498
484,7.026
517,5.616
526,15.036
538,5.437
563,5.713
566,5.192
580,5.436
596,3.27
601,2.849
606,5.95
629,2.231
637,7.28
641,4.206
649,2.27
651,4.241
896,6.344
897,18.336
898,2.779
899,1.85
900,2.177
901,3.017
902,3.489
903,1.906
904,1.46
905,1.873
906,24.46
907,3.865
908,2.091
909,2.144
910,1.917
911,1.43
912,2.434
913,7.724
914,2.39
915,4.229
916,41.9
917,6.213
918,1.594
919,3.438
920,4.386
921,32.567
922,7.611
923,2.393
924,4.106
925,43.335
926,7.254
927,21.11
928,1.98
929,1.626
930,3.723
931,2.018
932,18.895
933,2.464
934,30.464
935,1.81
936,3.535
937,1.886
938,2.421
939,1.808
940,2.153
941,4.165
942,3.985
943,1.783
944,3.106
945,1.947
946,45.56
947,35.384
948,3.736
949,2.094
950,1.977
951,3.327
952,32.152
953,33.458
954,3.307
955,1.91
956,1.962
957,4.211
958,2.546
959,13.878
960,32.015
961,2.083
962,2.613
963,2.418
964,2.099
965,2.124
966,37.063
967,31.365
968,5.753
969,3.449
970,1.462
971,3.211
972,9.307
973,2.935
974,2.285
975,4.423
976,2.277
977,2.73
978,34.573
979,1.613
980,38.047
981,3.53
982,23.117
983,19.143
984,3.125
985,1.483
986,2.008
987,2.124
988,3.33
989,3.255
990,1.986
991,3.802
992,2.888
993,43.475
994,3.807
995,17.257
996,2.236
997,28.58
998,2.895
999,30.774
1000,1.716
1001,5.665
1002,1.864
1003,29.261
1004,37.873
1005,2.09
1006,45.228
1007,2.489
1008,2.239
1009,4.857
1010,2.398
1011,3.121
1012,3.912
1013,2.048
1014,6.489
1015,3.223
1016,1.57
1017,40.893
1018,3.895
1019,3.977
1020,4.529
1021,3.928
1022,2.219
1023,2.143
1024,29.561
1025,4.959
1026,26.797
1027,1.554
1028,29.05
1029,22.061
1030,1.785
1031,1.509
1032,5.576
1033,2.344
1034,2.253
1035,2.78
1036,4.142
1037,2.757
1038,1.996
1039,11.538
1040,21.61
1041,3.211
1042,1.97
1043,2.009
1044,3.395
1045,1.969
1046,1.524
1047,21.533
1048,30.52
1049,24.981
1050,2.919
1051,4.093
1052,3.938
1053,1.911
1054,17.66
1055,2.876
1056,20.754
1057,1.635
1058,2.18
1059,47.862
1060,4.431
1061,1.646
1062,2.516
1063,7.679
1064,2.174
1065,1.844
1066,5.374
1067,5.058
1068,17.081
1069,8.332
1070,4.898
1071,2.037
1072,2.131
1073,2.189
1074,19.727
1075,23.53
1076,41.283
1077,3.913
1078,50.715
1079,37.424
1080,5.356
1081,2.872
1082,3.939
1083,30.487
1084,4.587
1085,4.975
1086,49.91
1087,1.961
1088,2.967
1089,2.108
1090,2.083
1091,7.502
1092,17.537
1093,1.988
1094,2.524
1095,3.016
1096,1.354
1097,2.346
1098,2.462
1099,5.166
1100,4.689
1101,38.571
1102,4.173
1103,1.814
1104,7.256
1105,1.485
1106,2.624
1107,42.744
1108,4.014
1109,2.942
1110,19.261
1111,2.15
1112,17.308
1113,2.955
1114,4.082
1115,3.486
1116,9.913
1117,35.62
1118,2.524
1119,2.044
1120,4.015
1121,2.304
1122,3.761
1123,21.764
1124,35.401
1125,36.824
1126,51.845
1127,2.531
1128,30.617
1129,4.378
1130,22.662
1131,2.229
1132,40.557
1133,2.112
1134,1.833
1135,25.498
1136,2.197
1137,1.873
1138,1.311
1139,2.278
1140,2.537
1141,2.091
1142,2.546
1143,2.178
1144,2.18
1145,1.687
1146,41.558
1147,2.025
1148,4.694
1149,32.355
1150,2.888
1151,2.941
1152,2.399
1153,38.837
1154,1.674
1155,5.435
1156,30.155
1157,1.569
1158,4.518
1159,4.152
1160,27.384
1161,2.647
1162,1.351
1163,32.246
1164,10.927
1165,3.407
1166,3.65
1167,2.734
1168,1.65
1169,2.168
1170,4.012
1171,3.891
1172,36.909
1173,32.934
1174,1.874
1175,34.242
1176,2.07
1177,2.418
1178,1.849
1179,3.497
1180,17.253
1181,29.514
1182,23.927
1183,2.469
1184,43.426
1185,42.773
1186,2.675
1187,2.351
1188,2.107
1189,2.077
1190,3.991
1191,31.44
1192,7.295
1193,2.637
1194,1.805
1195,16.1
1196,9.478
1197,1.996
1198,31.799
1199,53.697
1200,1.741
1201,18.805
1202,1.8
1203,1.779
1204,6.136
1205,32.521
1206,2.52
1207,25.434
1208,2.423
1209,24.35
1210,2.907
1211,48.541
1212,2.618
1213,1.775
1214,30.77
1215,3.875
1216,2.794
1217,5.335
1218,2.052
1219,18.769
1220,3.565
1221,4.938
1222,41.768
1223,2.877
1224,1.312
1225,3.03
1226,2.806
1227,4.902
1228,2.534
1229,3.451
1230,40.324
1231,4.985
1232,2.403
1233,1.839
1234,1.995
1235,6.538
1236,3.157
1237,6.616
1238,38.227
1239,3.942
1240,1.737
1241,2.634
1242,28.607
1243,34.773
1244,1.781
1245,4.034
1246,2.59
1247,4.409
1248,2.781
1249,1.905
1250,41.789
1251,2.272
1252,1.85
1253,1.471
1254,2.713
1255,34.27
1256,37.347
1257,3.718
1258,4.523
1259,3.375
1260,3.107
1261,4.356
1262,2.485
1263,2.411
1264,2.006
1265,10.429
1266,2.135
1267,38.76
1268,2.367
1269,37.306
1270,1.572
1271,30.567
1272,25.567
1273,4.84
1274,2.469
1275,4.219
1276,2.05
1277,7.467
1278,14.487
1279,3.597
1280,23.71
1281,3.199
1282,4.131
1283,4.992
1284,4.878
1285,18.346
1286,2.699
1287,24.218
1288,27.694
1289,27.732
1290,25.762
1291,35.858
1292,4.114
1293,21.359
1294,3.149
1295,1.803
1296,2.508
1297,1.585
1298,4.839
1299,2.428
1300,3.121
1301,1.631
1302,33.844
1303,3.885
1304,3.138
1305,28.195
1306,2.212
1307,2.553
1308,1.82
1309,4.244
1310,3.07
1311,2.773
1312,26.075
1313,3.034
1314,2.599
1315,3.405
1316,3.948
1317,1.962
1318,4.375
1319,2.303
1320,4.155
1321,6.043
1322,4.932
1323,27.658
1324,3.115
1325,1.894
1326,2.315
1327,10.715
1328,2.151
1329,36.605
1330,36.506
1331,43.754
1332,3.238
1333,2.655
1334,27.161
1335,39.506
1336,20.263
1337,4.844
1338,4.404
1339,29.426
1340,20.874
1341,36.6
1342,2.446
1343,4.372
1344,28.729
1345,5.975
1346,1.911
1347,4.654
1348,2.823
1349,2.671
1350,3.928
1351,22.963
1352,55.042
1353,1.672
1354,1.54
1355,2.752
1356,1.709
1357,2.968
1358,7.194
1359,24.717
1360,2.221
1361,40.39
1362,2.165
1363,1.943
1364,2.254
1365,15.849
1366,5.025
1367,41.482
1368,1.461
1369,12.403
1370,34.279
1371,3.713
1372,2.608
1373,3.795
1374,3.403
1375,27.205
1376,47.754
1377,48.595
1378,1.84
1379,3.627
1380,28.56
1381,2.868
1382,3.288
1383,1.924
1384,2.077
1385,2.358
1386,1.919
1387,2.182
1388,26.169
1389,15.393
1390,45.563
1391,46.293
1392,3.393
1393,16.69
1394,1.601
1395,1.788
1396,4.428
1397,2.866
1398,16.769
1399,48.267
1400,3.623
1401,4.819
1402,25.437
1403,1.961
1404,4.982
1405,9.637
1406,2.787
1407,10.945
1408,3.69
1409,27.222
1410,2.005
1411,3.559
1412,2.633
1413,4.109
1414,2.014
1415,2.713
1416,35.391
1417,2.237
1418,3.782
1419,2.741
1420,40.319
1421,2.514
1422,2.895
1423,4.901
1424,2.499
1425,2.811
1426,4.816
1427,4.643
1428,2.655
1429,4.758
1430,1.942
1431,51.804
1432,4.348
1433,2.486
1434,2.798
1435,11.098
1436,4.282
1437,17.723
1438,3.095
1439,10.163
1440,5.049
1441,2.91
1442,2.175
1443,1.7
1444,3.599
1445,2.068
1446,2.637
1447,37.662
1448,3.62
1449,31.143
1450,3.065
1451,3.285
1452,3.028
1453,3.505
1454,3.864
1455,1.573
1456,37.831
1457,20.155
1458,9.661
1459,6.343
1460,16.527
1461,1.64
1462,5.747
1463,4.718
1464,2.805
1465,37.965
1466,1.97
1467,38.879
1468,2.445
1469,3.114
1470,22.309
1471,45.789
1472,4.373
1473,5.522
1474,1.773
1475,5.169
1476,1.519
1477,1.902
1478,1.575
1479,5.557
1480,24.782
1481,2.093
1482,3.587
1483,31.284
1484,8.607
1485,17.38
1486,1.373
1487,7.992
1488,38.979
1489,3.25
1490,2.534
1491,40.565
1492,2.401
1493,2.453
1494,2.354
1495,4.304
1496,2.633
1497,4.96
1498,2.382
1499,1.548
1500,2.706
1501,5.388
1502,3.77
1503,2.73
1504,3.907
1505,4.708
1506,1.497
1507,3.145
1508,3.04
1509,40.679
1510,1.805
1511,2.448
1512,3.795
1513,15.585
1514,3.041
1515,4.003
1516,47.393
1517,13.396
1518,3.117
1519,10.122
1520,36.724
1521,2.428
1522,44.301
1523,20.622
1524,17.49
1525,3.775
1526,2.901
1527,2.818
1528,22.588
1529,3.73
1530,35.311
1531,2.587
1532,12.524
1533,3.047
1534,3.733
1535,18.929
1536,4.873
1537,3.284
1538,24.319
1539,28.406
1540,19.426
1541,2.986
1542,20.336
1543,2.449
1544,3.745
1545,4.297
1546,1.854
1547,35.576
1548,2.701
1549,3.141
1550,3.791
1551,49.095
1552,1.763
1553,6.966
1554,40.135
1555,3.011
1556,10.777
1557,42.412
1558,1.782
1559,53.23
1560,1.859
1561,3.679
1562,2.994
1563,38.582
1564,2.595
1565,3.39
1566,2.296
1567,2.109
1568,2.307
1569,4.149
1570,35.215
1571,20.987
1572,13.479
1573,6.407
1574,5.195
1575,3.114
1576,4.749
1577,61.746
1578,3.399
1579,1.802
1580,28.286
1581,2.033
1582,3.393
1583,6.744
1584,51.305
1585,2.827
1586,1.881
1587,5.415
1588,1.853
1589,54.02
1590,26.448
1591,6.601
1592,2.89
1593,2.931
1594,3.885
1595,3.872
1596,4.667
1597,34.88
1598,38.038
1599,2.459
1600,37.815
1601,2.539
1602,2.213
1603,42.017
1604,39.276
1605,28.203
1606,3.413
1607,1.628
1608,34.908
1609,26.551
1610,49.032
1611,4.825
1612,48.68
1613,49.352
1614,23.941
1615,2.374
1616,3.301
1617,36.567
1618,8.503
1619,34.203
1620,36.847
1621,54.892
1622,43.576
1623,34.056
1624,2.925
1625,3.108
1626,6.484
1627,1.665
1628,3.981
1629,1.905
1630,6.202
1631,2.228
1632,27.649
1633,2.763
1634,2.31
1635,3.059
1636,4.8
1637,31.21
1638,2.809
1639,22.964
1640,1.973
1641,2.327
1642,2.51
1643,34.588
1644,20.544
1645,4.035
1646,6.653
1647,4.013
1648,2.451
1649,2.363
1650,2.626
1651,3.148
1652,27.906
1653,26.013
1654,1.491
1655,4.793
1656,3.142
1657,1.922
1658,3.152
1659,28.008
1660,2.664
1661,5.0
1662,41.946
1663,52.272
1664,1.469
1665,39.37
1666,3.076
1667,2.002
1668,36.355
1669,38.511
1670,2.556
1671,3.384
1672,2.531
1673,3.342
1674,4.158
1675,33.095
1676,1.729
1677,2.499
1678,4.873
1679,3.686
1680,4.983
1681,2.609
1682,3.218
1683,36.335
1685,30.133
1686,3.165
1687,2.553
1688,24.841
1689,37.477
1690,1.435
1691,4.669
1692,3.555
1693,1.69
1694,3.214
1695,2.927
1696,2.449
1697,2.788
1698,2.163
1699,3.9
1700,5.277
1701,1.93
1702,8.542
1703,3.846
1704,2.711
1705,1.806
1706,3.512
1707,48.205
1708,1.962
1709,3.391
1710,6.046
1711,1.494
1712,32.569
1713,1.689
1714,50.872
1715,4.74
1716,4.216
1717,39.09
1718,50.328
1719,2.911
1720,3.645
1721,36.746
1722,16.71
1723,18.19
1724,16.958
1725,3.239
1726,2.338
1727,3.493
1728,2.939
1729,5.898
1730,52.635
1731,2.185
1732,3.576
1733,2.688
1734,20.725
1735,37.117
1736,47.296
1737,25.569
1738,2.835
1739,2.41
1740,3.698
1741,34.961
1742,4.681
1743,2.629
1744,4.166
1745,2.61
1746,48.53
1747,2.145
1748,1.52
1749,1.657
1750,39.796
1751,3.912
1752,35.387
1753,30.028
1754,18.09
1755,1.702
1756,2.171
1757,38.919
1758,3.273
1759,1.4
1760,1.848
1761,33.563
1762,1.984
1763,2.452
1764,2.638
1765,22.292
1766,2.72
1767,3.506
1768,52.658
1769,8.504
1770,2.411
1771,8.86
1772,20.658
1773,2.638
1774,14.185
1775,3.31
1776,1.331
1777,2.187
1778,2.734
1779,3.601
1780,6.127
1781,2.52
1782,22.763
1783,6.575
1784,1.907
1785,2.81
1786,4.869
1787,2.802
1788,3.079
1789,35.963
1790,3.272
1791,38.385
1792,1.968
1793,37.71
1794,3.629
1795,32.834
1796,24.703
1797,2.586
1798,2.771
1799,44.747
1800,55.171
1801,2.151
1802,1.888
1803,2.542
1804,49.904
1805,6.24
1806,2.334
1807,5.79
1808,2.677
1809,36.151
1810,31.95
1811,21.355
1812,3.513
1813,43.248
1814,2.671
1815,2.323
1816,39.89
1817,2.957
1818,5.443
1819,28.002
1820,5.319
1821,10.175
1822,2.317
1823,39.483
1824,4.35
1825,2.57
1826,33.546
1827,45.901
1828,4.751
1829,1.737
1830,2.176
1831,3.382
1832,16.376
1833,49.513
1834,1.937
1835,44.645
1836,8.953
1837,2.635
1838,1.754
1839,45.764
1840,2.091
1841,3.488
1842,34.889
1843,11.575
1844,4.971
1845,32.988
1846,9.192
1847,2.333
1848,3.265
1849,40.387
1850,2.773
1851,10.99
1852,4.254
1853,2.515
1854,1.21
1855,1.656
1856,1.802
1857,4.638
1858,4.129
1859,2.933
1860,4.086
1861,27.762
1862,3.613
1863,11.563
1864,28.749
1865,1.655
1866,2.105
1867,36.849
1868,35.925
1869,2.217
1870,3.315
1871,4.89
1872,3.636
1873,3.241
1874,4.346
1875,3.32
1876,3.665
1877,22.108
1878,2.866
1879,44.574
1880,2.932
1881,8.52
1882,4.242
1883,4.002
1884,2.76
1885,8.032
1886,34.637
1887,2.29
1888,56.192
1889,1.961
1890,1.551
1891,24.09
1892,1.964
1893,4.863
1894,6.005
1895,2.597
1896,2.315
1897,5.141
1898,33.158
1899,4.557
1900,9.102
1901,2.285
1902,41.635
1903,3.868
1904,2.347
1905,2.073
1906,2.169
1907,3.952
1908,2.043
1909,8.627
1910,2.384
1911,6.705
1926,42.587
1932,43.571
1939,25.201
1945,50.03
1951,5.43
1955,36.827
1972,8.543
1973,8.999
1976,5.889
1991,6.02
1995,5.888
1998,4.575
2001,5.485
2004,6.032
2007,64.414
2009,8.064
2018,5.795
2024,6.439
2027,6.573
2032,49.542
2038,38.853
2039,41.588
2042,38.089
2054,53.197
2068,45.248
2071,46.883
2072,42.332
2081,60.376
2102,46.933
2111,61.173
2116,10.658
2117,43.58
2127,39.09
2128,35.476
2133,44.163
2135,37.686
2138,46.236
2143,32.639
2153,51.364
2157,5.777
2171,5.182
2174,42.282
2180,36.753
2183,50.554
2187,51.258
2189,58.88
2199,50.945
2203,34.203
2223,46.802
2224,48.94
2225,4.994
2247,43.482
2250,40.24
2254,34.076
2264,28.488
2267,28.861
2268,40.638
2279,45.604
2283,51.223
2284,4.351
2289,48.478
2292,52.484
2302,46.264
2319,45.628
2327,40.239
2336,51.399
2337,4.492
2364,5.966
2378,6.39
2384,59.464
2398,45.568
2417,23.676
2436,36.66
2445,30.647
2447,5.572
2451,39.998
2458,34.995
2459,5.867
2461,42.031
2463,48.584
2471,44.429
2472,30.407
2475,40.486
2491,46.481
2494,5.619
2498,33.158
2502,17.938
2508,41.402
2510,49.094
2511,47.825
2529,11.749
2533,40.447
2538,6.943
2543,128.326
2547,24.926
2571,12.515
2583,5.016
2589,31.878
2598,52.31
2617,42.782
2629,44.494
2635,8.097
2636,4.694
2640,7.109
2643,36.678
2647,3.862
2649,44.859
2653,28.652
2660,5.288
2704,1.193
2740,1.182
427,1.157
464,1.227
549,1.204
351,1.091
364,1.161
393,1.112
399,1.093
441,1.158
476,1.072
501,1.122
564,1.253
349,1.145
350,1.533
352,1.731
354,1.517
355,1.949
356,1.245
357,1.286
358,1.278
359,1.506
360,2.018
361,1.537
362,1.708
365,1.196
367,1.974
368,2.007
369,1.403
370,2.936
371,1.475
372,1.563
373,4.224
374,2.926
375,1.59
377,1.092
378,2.982
379,1.042
380,1.278
381,1.226
382,1.203
383,1.064
384,1.114
385,1.197
386,1.071
387,2.263
388,2.281
390,1.19
391,3.487
392,2.372
394,2.11
395,3.278
396,1.505
397,2.015
398,2.211
400,3.301
401,1.038
402,2.452
403,1.358
404,2.528
405,1.303
406,1.095
407,1.337
408,2.732
409,2.042
410,1.442
411,1.125
412,4.166
413,1.605
415,1.626
416,1.731
417,3.198
418,1.626
419,3.507
421,1.711
422,2.123
423,3.211
424,1.285
425,1.539
426,1.454
429,1.187
430,2.082
431,3.433
432,2.958
433,1.348
434,2.896
435,1.294
436,3.058
437,1.162
438,3.162
439,2.219
440,1.563
442,1.356
443,1.097
444,2.832
445,1.716
446,1.485
447,1.045
448,1.085
449,1.231
450,1.685
451,1.607
452,1.982
453,1.219
454,1.052
455,1.618
456,2.832
457,1.437
458,1.665
459,1.207
460,2.97
461,2.609
462,1.551
463,1.906
465,3.101
466,1.199
467,1.088
468,1.111
469,1.387
470,1.596
471,1.897
472,1.081
473,2.145
474,1.361
477,1.341
478,1.107
479,2.132
480,1.175
481,1.513
482,2.577
485,1.135
486,1.208
487,2.197
488,2.394
489,1.42
490,1.268
491,1.256
492,2.911
493,3.099
494,2.149
495,1.448
496,2.393
497,3.778
498,1.11
499,1.069
500,3.328
502,1.275
503,2.533
504,2.186
505,1.21
506,3.168
507,2.614
508,1.35
509,1.24
510,1.585
511,1.889
512,1.808
513,3.868
514,2.975
515,3.154
516,1.49
518,1.292
519,1.719
520,2.59
521,1.438
522,1.22
523,2.072
524,3.535
525,3.375
527,2.453
528,1.382
529,1.205
530,1.072
531,1.743
532,1.12
533,1.154
534,1.233
535,1.254
536,1.896
537,2.648
539,1.417
540,1.222
541,1.276
542,2.976
543,1.533
544,3.372
545,2.496
546,1.552
547,1.717
548,1.686
550,1.052
551,1.281
552,1.094
553,4.197
554,1.48
555,1.9
556,2.31
557,2.286
558,1.656
559,3.698
560,1.932
561,3.558
562,1.102
565,1.546
567,2.757
568,1.218
569,1.549
570,2.02
571,1.072
572,1.076
591,3.296
656,1.113
669,2.28
604,2.352
645,1.778
646,1.273
666,1.299
683,2.067
587,1.399
590,1.322
614,2.326
634,1.615
680,1.437
586,1.266
610,1.3
652,1.157
673,1.217
676,1.57
620,1.375
574,1.157
630,1.506
678,1.563
593,1.15
609,1.514
573,1.435
575,1.242
576,1.187
577,1.31
578,1.34
579,1.564
581,1.057
582,1.293
583,1.322
584,1.231
585,1.058
588,1.238
589,1.309
592,1.477
594,1.157
595,1.266
597,1.371
598,1.249
599,1.346
600,1.296
602,1.051
603,1.346
605,1.26
607,1.038
608,1.011
611,1.239
612,1.234
613,1.044
615,1.451
616,1.449
617,1.321
618,1.355
619,1.338
621,1.09
622,1.163
623,1.222
624,1.048
625,1.293
626,1.243
627,1.337
628,1.316
631,1.142
632,1.289
633,1.308
635,1.304
636,1.412
638,1.107
639,1.304
640,1.312
642,1.018
643,1.368
644,1.284
647,1.263
648,1.039
650,1.326
653,1.476
654,1.507
655,1.208
657,1.122
658,1.284
659,1.319
660,1.049
661,1.304
662,1.33
663,1.336
664,1.256
665,1.273
667,1.073
668,1.128
670,1.281
671,1.225
672,1.146
674,1.038
675,1.399
677,1.439
679,1.135
681,1.322
682,1.195
684,1.29
685,1.234
1967,3.206
3437,7.862
3454,1.2
3487,1.166
3723,1.127
3861,1.235
3961,1.2
3980,1.621
3989,1.067
4011,1.065
4031,1.126
686,3.324
687,1.456
688,1.728
689,1.079
690,1.153
691,1.091
692,1.051
693,1.217
694,1.835
695,1.666
696,1.493
697,1.782
698,1.93
699,1.045
700,1.106
701,1.342
702,1.117
703,1.66
704,1.111
705,2.097
706,1.349
707,1.138
708,1.498
709,1.252
710,1.133
711,1.289
712,1.173
713,2.009
714,1.162
715,1.216
716,1.192
717,1.042
718,1.503
719,2.04
720,1.273
721,1.093
722,1.227
723,1.181
724,1.657
725,1.1
726,1.671
727,1.42
728,1.62
729,1.167
730,1.252
731,1.506
732,1.176
733,1.096
734,1.346
735,1.1
736,1.244
737,1.309
738,1.417
739,1.52
740,1.136
741,1.286
742,1.193
743,1.072
744,1.03
745,1.902
746,1.148
747,1.917
748,1.272
749,1.054
750,1.049
751,1.197
752,1.657
753,1.23
754,1.512
755,1.285
756,1.164
757,1.074
758,1.276
759,1.243
760,1.541
761,1.141
762,1.204
763,1.216
764,1.501
765,1.217
766,1.614
767,1.099
768,1.21
769,1.241
770,1.447
771,1.191
772,1.335
773,1.576
774,1.589
775,1.03
776,1.152
777,1.34
778,1.276
779,1.243
780,1.571
781,1.823
782,1.208
783,1.263
784,1.588
785,1.061
786,1.113
787,1.516
788,1.061
789,1.188
790,1.079
791,1.111
792,1.351
793,1.329
794,1.253
795,1.317
796,1.116
797,1.406
798,1.124
799,1.195
800,1.603
801,1.027
802,1.07
803,1.307
804,1.181
805,2.025
806,1.156
807,1.308
808,1.128
809,1.307
810,1.52
811,1.145
812,1.1
813,1.16
814,1.464
815,1.719
816,1.14
817,1.371
818,1.236
819,1.56
820,1.588
821,1.157
822,1.217
823,1.871
824,1.871
825,1.135
826,1.202
827,1.766
828,2.146
829,1.499
830,1.811
831,1.216
832,1.052
833,1.25
834,1.777
835,1.268
836,1.161
837,1.262
838,1.324
839,1.171
840,1.408
841,1.035
842,1.624
843,1.185
844,1.261
845,1.37
846,1.131
847,1.525
848,1.357
849,1.431
850,1.124
851,1.059
852,1.077
853,1.677
854,1.062
855,1.048
856,1.615
890,1.132
857,1.195
858,1.051
859,1.049
860,1.164
861,1.134
862,1.459
863,1.128
864,1.053
865,1.06
866,1.059
867,1.075
868,1.055
869,1.107
870,1.086
871,1.075
872,1.116
873,1.084
874,1.066
875,1.016
876,1.146
877,1.056
878,1.138
879,1.065
880,1.155
881,1.06
882,1.115
883,1.007
884,1.051
885,1.113
886,1.084
887,1.07
888,1.089
889,1.141
891,1.013
892,1.024
893,1.039
894,1.05
895,1.053
3456,2.086
3495,2.03
3586,1.804
3621,1.192
3626,1.184
3797,1.971
3501,2.043
3517,1.341
3550,1.349
3577,1.888
3592,1.358
3609,1.506
3633,2.166
3677,1.96
3684,2.109
3721,1.54
3779,1.333
3872,1.322
3948,2.078
2678,1.207
2760,1.304
2822,1.474
2883,1.547
2941,1.299
2968,1.427
3005,2.377
3057,1.445
3136,2.252
3164,1.357
3222,1.337
3245,1.339
3248,1.664
3263,2.667
3278,1.683
3328,1.39
3361,1.388
3440,1.485
3525,1.774
3540,1.78
3556,1.294
3561,1.311
3651,1.558
3674,1.68
3692,1.631
3741,1.571
3750,1.604
3756,1.966
3830,2.701
3851,2.085
3877,2.082
3886,1.515
3943,1.839
3962,1.723
2677,1.402
2826,1.24
2724,2.493
2752,1.257
2775,1.661
2869,3.363
2892,1.761
2962,1.46
3001,1.701
3019,2.879
3100,2.009
3162,2.458
3168,2.166
3233,2.299
3295,2.293
3304,2.487
3331,1.796
3366,2.408
3404,1.548
3406,3.318
3412,2.152
2813,1.579
2971,1.343
3034,2.231
3178,1.654
3410,1.463
3420,1.589
2976,2.137
3011,1.982
3179,2.876
3289,1.555
1920,42.893
1941,102.811
1948,43.527
1959,42.19
2028,42.642
2047,47.832
2053,46.359
2065,14.45
2087,49.114
2125,48.379
2132,27.175
2134,30.683
2148,35.082
2149,43.977
2169,42.86
